municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_total,unemployed_f,unemployed_m,unemployed_up_to_25,unemployed_over_50,unemployed_long_term,unemployment_rate,unemployment_rate_m,unemployment_rate_f,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,persons_running_business,entities_registered_per_10k_persons,county_name,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60
2416092,Włodowice,2416000,58.9,5230,2576,2654,77,68.1,0.0,14272.0,0,97.5,93.0,88.5,79.4,17.9,35.1,380.5,2.63,0.61,2615,1678,41,10.4,1211.92,159,78,81,13,50,87,5.2,4.9,5.6,0.0,0.0,5592.62,902.63,14.73,5605.38,1357.38,601.0,84.96,4.0,-5.89,-3.2,412,931,zawierciański,90.6,7.5,349,619.9,37.9,21.49,38.85,21.5,13.92,470.38,24.58891013384321,55.544933078393875,17.89674952198853
2416102,Żarnowiec,2416000,53.9,4511,2240,2271,125,36.1,0.0,10235.0,4511,97.0,86.2,79.3,64.5,0.3,31.3,318.8,3.14,0.73,1504,9395,118,7.8,558.0,66,43,23,16,12,29,2.6,1.6,3.7,0.0,0.0,5277.88,522.1,1.24,5667.14,1195.17,669.0,99.27,5.9,-4.4,-8.4,249,723,zawierciański,90.6,7.5,349,619.9,37.9,21.49,38.85,21.5,13.92,470.38,27.022833074706277,52.82642429616493,17.53491465307027
2417011,Żywiec,2417000,59.0,30464,14631,15833,51,602.8,100.0,168962.0,1904,99.0,98.5,98.3,85.9,19.5,30.4,399.1,2.51,0.64,10155,3010,120,12.7,606.78,741,369,372,69,246,341,4.1,3.9,4.4,4.35,0.72,5588.1,1089.81,414.44,5555.33,293.13,994.0,118.81,3.7,-5.77,-4.6,2872,1354,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,23.706670168067227,55.80357142857143,18.32326680672269
2417022,Czernichów,2417000,57.8,6562,3168,3394,56,116.3,0.0,22534.0,6562,99.1,98.9,98.3,79.7,62.9,37.5,388.9,2.57,0.56,2187,7313,179,25.3,1558.02,168,104,64,21,50,76,4.3,3.1,5.7,0.0,0.0,5088.15,941.59,15.81,4565.6,60.73,770.0,86.4,4.7,-9.7,-2.0,650,1176,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,24.245656811947576,56.43096616885096,17.098445595854923
2417032,Gilowice,2417000,50.9,6268,3092,3176,28,224.3,0.0,19134.0,3134,99.2,98.0,94.9,83.0,0.6,31.2,316.5,3.16,0.65,3134,2819,167,8.0,478.26,147,78,69,19,32,57,4.0,3.5,4.5,0.0,0.0,5558.5,842.93,5.71,5294.13,717.92,685.0,85.07,3.7,-1.77,6.3,400,761,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,29.27568602425016,54.49904275686024,14.087428206764518
2417042,Jeleśnia,2417000,47.5,12896,6455,6441,170,75.6,0.0,51732.0,3224,97.6,93.3,87.8,71.4,0.3,33.3,351.8,2.84,0.64,1612,3618,161,12.0,4409.9,436,203,233,64,131,214,5.6,5.5,5.7,0.0,0.0,5388.92,733.74,18.12,4964.42,464.01,788.0,84.85,5.0,-4.27,-2.1,1062,980,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,26.605148883374692,55.91656327543424,15.446650124069478
2417052,Koszarawa,2417000,49.0,2265,1172,1093,32,71.8,0.0,,2265,97.2,81.8,74.8,58.8,0.2,37.7,467.5,2.14,0.53,2265,7519,223,9.0,784.15,73,32,41,9,21,33,5.3,5.3,5.3,0.0,0.0,6914.68,689.77,0.17,6450.86,244.26,1000.0,330.48,3.9,-8.33,-0.4,141,755,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,25.82781456953642,56.90949227373069,15.099337748344372
2417062,Lipowa,2417000,55.7,10754,5249,5505,59,183.1,0.0,29568.0,5377,99.0,98.6,97.9,84.2,51.4,32.2,324.5,3.08,0.65,3585,4095,114,24.9,608.75,259,144,115,31,72,125,3.9,3.3,4.7,0.0,0.0,5351.52,863.78,1.99,5024.35,328.57,719.0,91.5,3.7,-0.09,4.6,935,992,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,27.924493211828157,56.983448019341644,13.641435744839129
2417072,Łękawica,2417000,51.9,4488,2213,2275,43,104.9,0.0,16633.0,4488,99.9,98.1,95.3,78.8,1.3,29.5,333.6,3.0,0.68,4488,2771,92,14.7,608.2,139,80,59,25,37,71,5.0,3.9,6.3,0.0,0.0,5603.52,838.6,2.37,5797.89,1138.33,789.0,87.11,4.5,-2.46,6.3,245,675,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,28.89928698752228,56.14973262032086,13.05704099821747
2417082,Łodygowice,2417000,56.3,14929,7340,7589,36,416.3,0.0,58701.0,4976,99.6,99.2,98.5,83.6,58.4,32.1,311.9,3.21,0.66,7465,1850,92,18.6,738.71,302,173,129,42,80,136,3.4,2.7,4.1,0.0,0.0,5091.22,1014.37,9.82,4478.28,301.39,726.0,93.38,4.4,0.74,3.2,1453,1113,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,28.481479000602857,55.88452006162502,14.019693214548864
2417092,Milówka,2417000,50.6,9940,4855,5085,99,100.5,0.0,87714.0,3313,98.1,96.2,90.5,76.6,0.3,32.8,341.0,2.93,0.64,9940,1600,78,11.2,1701.19,243,116,127,38,72,78,4.0,3.9,4.1,3.74,3.72,5417.48,678.69,4.26,5101.22,387.54,704.0,95.01,3.6,-5.02,1.9,812,954,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,28.219315895372233,55.895372233400394,14.114688128772634
2417102,Radziechowy-Wieprz,2417000,50.7,12946,6346,6600,65,199.6,0.0,39242.0,4315,99.1,98.6,97.4,83.2,0.3,28.3,287.5,3.48,0.75,2589,2251,61,14.7,1076.2,359,200,159,46,99,169,4.6,3.8,5.5,0.0,0.0,5421.13,770.91,20.1,4960.59,501.09,896.0,89.91,4.4,-2.24,-0.1,996,869,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,28.811988258921673,56.063649003553216,13.293681446006488
2417112,Rajcza,2417000,52.6,8569,4179,4390,131,65.2,0.0,29173.0,4285,96.6,93.1,86.9,69.1,0.2,35.1,399.6,2.5,0.58,2856,5397,110,11.5,2548.45,219,118,101,25,62,117,4.3,3.7,5.1,4.41,6.77,6075.3,708.88,4.57,5782.35,750.58,984.0,104.44,3.9,-6.95,-3.5,637,915,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,25.113782238300853,55.8991714319057,16.41965223479986
2417122,Ślemień,2417000,53.8,3526,1715,1811,45,78.3,0.0,10134.0,3526,98.4,97.1,92.8,81.4,0.2,32.8,348.6,2.87,0.65,1763,4085,95,12.3,875.77,93,51,42,13,32,45,4.5,3.8,5.2,0.0,0.0,6432.54,815.68,1.72,5222.79,485.06,759.0,93.4,4.8,-4.83,4.8,300,976,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,26.772546795235396,54.93477027793534,16.73284174702212
2417132,Świnna,2417000,51.2,7979,3900,4079,39,203.6,0.0,23973.0,3990,98.5,98.0,96.6,82.7,0.5,29.4,325.5,3.07,0.69,1995,5525,152,14.5,834.13,201,103,98,22,55,87,4.2,3.8,4.6,0.0,0.0,6373.47,875.92,0.38,5848.01,903.53,963.0,103.73,4.4,-2.25,-0.9,582,864,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,27.083594435392904,55.783932823662106,14.939215440531395
2417142,Ujsoły,2417000,45.7,4323,2161,2162,110,39.4,0.0,14372.0,4323,96.8,92.4,85.3,61.6,0.2,36.4,430.3,2.32,0.56,4323,2537,135,29.9,1150.19,150,79,71,22,43,77,5.8,4.9,6.9,0.0,0.0,5242.05,565.31,2.43,4702.92,344.37,514.0,87.43,4.4,-7.84,2.5,354,930,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,24.890122600046265,55.632662502891506,16.840157298172564
2417152,Węgierska Górka,2417000,52.7,14703,7220,7483,76,192.3,0.0,53803.0,3676,99.2,98.6,97.5,82.8,0.1,29.7,323.9,3.09,0.71,3676,4035,95,14.1,1128.62,452,250,202,57,155,233,5.2,4.3,6.2,1.83,0.95,5395.04,874.98,32.86,5247.07,744.2,715.0,90.92,4.2,-4.5,-1.7,1291,1039,żywiecki,90.7,14.0,278,585.6,44.7,19.46,35.0,26.33,14.33,549.07,28.361558865537646,55.24042712371625,14.575256750323062
2461011,Bielsko-Biała,2461000,61.9,169553,80092,89461,125,1361.8,100.0,744074.0,2780,99.3,98.2,98.0,89.1,88.2,30.7,439.9,2.27,0.62,7065,3149,197,13.6,864.86,2 832,1 512,1 320,295,782,977,2.9,2.6,3.3,27.71,2.03,8161.13,1832.28,171.91,8534.83,1769.07,1000.0,103.55,3.5,-3.59,-1.9,18611,1597,m. Bielsko-Biała,96.3,39.3,1193,706.2,29.4,28.2,35.72,20.63,10.3,404.02,22.91790767488632,55.24526254327555,19.50776453380359
2462011,Bytom,2462000,56.1,153827,73606,80221,69,2215.3,100.0,643641.0,3344,99.3,94.3,92.6,76.6,81.4,26.7,481.9,2.08,0.65,12819,1442,64,16.7,,4 591,2 634,1 957,445,1 295,2 321,5.0,4.0,6.1,42.63,1.92,6731.57,1248.78,32.65,6772.51,708.47,859.0,89.7,3.7,-8.72,-4.1,10594,1090,m. Bytom,92.7,34.7,1107,541.8,25.3,19.24,35.79,24.06,14.67,99.25,22.52920488600831,57.7388884916172,17.90452911387468
2463011,Chorzów,2463000,59.5,104448,49596,54852,33,3142.2,100.0,471789.0,3264,99.3,85.1,83.3,70.3,79.2,27.1,515.9,1.94,0.64,9495,2271,125,10.7,,1 808,1 073,735,138,526,775,2.9,2.2,3.6,92.66,2.95,7061.95,1417.26,71.16,7001.69,800.03,884.0,92.79,4.3,-7.58,-1.9,8182,1119,m. Chorzów,88.9,33.3,801,490.6,22.7,21.81,34.84,22.86,14.66,262.6,23.322610294117645,56.635837928921575,17.96109068627451
2464011,Częstochowa,2464000,61.6,213942,100266,113676,160,1339.6,100.0,873186.0,2276,99.0,98.1,97.3,86.2,76.4,29.8,466.0,2.15,0.63,9302,2157,123,15.0,208.0,4 732,2 509,2 223,331,1 519,1 648,3.9,3.4,4.4,53.22,3.97,6869.18,1480.85,85.88,7033.18,662.28,955.0,99.31,3.5,-8.16,-3.5,19606,1266,m. Częstochowa,88.3,41.6,1468,623.3,34.8,28.44,37.15,18.36,11.49,516.9,20.784137756962167,55.98386478578307,20.61399818642436
2465011,Dąbrowa Górnicza,2465000,63.4,117257,56067,61190,189,621.3,100.0,452326.0,3007,99.7,98.7,97.6,90.3,79.7,27.4,435.9,2.29,0.66,6514,4352,140,23.7,1093.0,2 860,1 523,1 337,195,776,1 250,4.3,3.7,4.9,21.72,3.5,7856.67,1587.9,118.41,7850.42,1418.35,915.0,97.2,2.9,-7.13,-2.8,9292,1096,m. Dąbrowa Górnicza,105.2,24.0,445,643.8,31.1,24.72,38.5,20.19,11.95,156.56,21.117715786690773,56.742881022028534,20.15657913813248
2466011,Gliwice,2466000,62.4,174581,83782,90799,134,1304.0,100.0,636555.0,2728,99.6,97.6,97.0,87.1,81.8,29.1,464.6,2.15,0.62,9188,2500,223,16.6,250.77,3 380,1 693,1 687,275,927,1 260,3.3,3.1,3.5,36.23,2.78,9021.46,1861.79,150.12,8949.84,1667.71,931.0,94.98,4.0,-4.87,-1.9,15510,1417,m. Gliwice,111.6,35.4,918,725.3,31.4,29.39,35.77,18.42,11.24,338.8,22.17480710959383,56.763336216426765,18.831373402603948
2467011,Jastrzębie-Zdrój,2467000,53.2,85388,41408,43980,85,1000.7,100.0,415847.0,3881,99.4,99.2,99.2,95.1,83.5,26.9,382.5,2.61,0.69,6568,4811,191,13.9,317.0,1 983,1 224,759,297,436,710,3.9,2.8,5.2,34.69,3.47,6861.14,1409.12,0.29,6848.25,1108.44,915.0,94.95,3.6,-3.58,-6.1,4532,714,m. Jastrzębie-Zdrój,151.7,29.0,554,594.4,36.4,16.36,33.34,28.27,16.34,0.0,23.954185599850096,55.25249449571369,19.496884808169764
2468011,Jaworzno,2468000,58.4,89269,43130,46139,153,585.0,100.0,420974.0,2480,99.4,98.6,98.3,91.3,40.8,27.9,406.0,2.46,0.68,5951,5865,261,15.6,949.19,1 500,850,650,149,377,617,2.8,2.3,3.4,19.46,3.33,7119.52,1571.46,50.73,7007.08,825.73,893.0,94.36,4.0,-6.84,-2.1,6570,1021,m. Jaworzno,108.2,24.9,343,588.9,40.3,22.76,38.25,20.8,13.49,155.18,22.594629714682586,58.266587505180965,17.063034200002242
2469011,Katowice,2469000,66.5,286369,135197,151172,165,1739.4,100.0,1352950.0,2367,99.3,96.4,95.8,85.1,75.4,31.7,531.7,1.88,0.57,7740,9827,178,16.2,124.38,3 798,1 988,1 810,341,1 066,1 242,2.2,2.0,2.5,56.24,3.23,8295.22,2009.58,374.0,8462.87,1580.39,997.0,100.89,4.0,-6.23,-1.3,28637,1737,m. Katowice,118.2,72.6,3442,789.5,28.7,32.33,34.33,17.9,10.92,582.98,20.91497333859461,57.07251832425996,19.504904511312326
2470011,Mysłowice,2470000,60.4,72587,35137,37450,66,1106.2,100.0,337336.0,3457,99.3,97.2,96.2,84.5,75.8,28.8,413.1,2.42,0.66,7259,2408,119,21.1,24.0,1 734,981,753,172,452,746,4.0,3.2,4.8,3.51,0.32,6738.09,1623.26,76.92,6481.04,567.68,881.0,88.6,3.7,-3.65,1.9,5654,1061,m. Mysłowice,86.2,13.8,195,617.3,26.7,23.73,35.98,22.74,12.56,,24.344579607918774,58.110956507363575,15.949136897791616
2471011,Piekary Śląskie,2471000,61.0,53168,25495,27673,40,1329.9,100.0,260928.0,3128,98.7,95.1,94.0,82.7,60.3,26.3,426.8,2.34,0.67,7595,2305,104,14.8,3.02,1 295,691,604,141,312,642,4.1,3.6,4.7,23.76,1.79,6294.59,1406.76,40.86,6307.63,450.08,886.0,91.12,3.8,-5.18,-2.1,3324,868,m. Piekary Śląskie,97.3,29.5,387,553.5,28.8,19.47,35.14,26.67,13.7,293.31,22.588775203129703,57.21862774601264,18.294839000902797
2472011,Ruda Śląska,2472000,61.5,134169,64702,69467,78,1726.1,100.0,557864.0,3440,98.9,93.3,92.1,83.4,70.2,25.8,452.1,2.21,0.67,10321,1836,88,11.2,44.35,1 453,915,538,167,344,360,1.8,1.3,2.4,41.55,2.41,6610.25,1431.6,60.42,6265.2,388.52,841.0,90.37,4.1,-5.03,-2.0,8205,803,m. Ruda Śląska,87.2,19.9,429,541.8,29.3,19.1,34.34,26.78,14.68,0.0,24.206783981396597,57.35303982290991,16.836974263801626
2473011,Rybnik,2473000,55.7,134050,65256,68794,148,903.5,100.0,508426.0,4062,98.9,98.4,98.2,86.0,58.6,29.4,385.3,2.6,0.64,6383,2223,140,23.6,315.74,2 469,1 480,989,317,603,978,3.1,2.3,4.0,19.14,2.12,7469.35,1536.31,77.51,7168.11,1095.24,879.0,93.6,4.1,-3.07,-3.8,10571,1083,m. Rybnik,90.3,22.6,694,630.6,37.1,20.54,34.3,26.94,13.32,82.87,24.67437523312197,56.91160014919806,16.77135397239836
2474011,Siemianowice Śląskie,2474000,61.2,64935,30787,34148,25,2546.5,100.0,289053.0,3247,99.3,91.1,89.5,77.7,82.8,26.3,483.1,2.07,0.65,6494,2970,114,18.1,,1 311,746,565,141,326,452,3.4,2.8,4.2,132.55,5.21,6831.64,1454.85,83.87,6791.87,773.8,880.0,93.92,3.4,-6.62,-2.1,4915,1001,m. Siemianowice Śląskie,90.6,24.6,311,545.0,28.3,21.77,34.83,24.47,14.24,105.5,22.205282205282206,57.200277200277206,18.84037884037884
2475011,Sosnowiec,2475000,64.3,194438,91720,102718,91,2135.3,100.0,884741.0,2739,99.4,97.7,96.8,85.7,74.4,26.8,479.6,2.09,0.64,9259,3637,132,15.9,459.18,4 890,2 459,2 431,337,1 380,2 233,4.4,4.1,4.7,54.91,2.57,6426.52,1513.48,62.66,6255.24,915.9,955.0,96.04,3.3,-7.84,-3.8,16441,1147,m. Sosnowiec,90.7,26.0,1189,596.0,23.6,23.7,38.9,20.68,12.24,84.81,19.96009010584351,56.29609438484246,21.569857743856655
2476011,Świętochłowice,2476000,54.8,46645,22344,24301,13,3504.5,100.0,230803.0,4240,99.5,85.1,82.8,71.2,75.4,25.5,490.1,2.04,0.66,7774,2933,116,17.4,,883,554,329,91,229,391,3.2,2.2,4.3,78.89,2.25,6655.81,1231.87,51.92,6000.51,373.09,769.0,86.38,3.6,-6.59,-3.3,3125,894,m. Świętochłowice,83.4,11.8,236,538.8,25.5,18.03,33.62,26.41,16.32,0.0,23.419444742201737,57.04362739843499,17.980490942223177
2477011,Tychy,2477000,63.0,125223,60138,65085,82,1530.7,100.0,560407.0,3683,99.4,99.4,99.4,96.3,85.8,27.1,418.8,2.39,0.68,8945,2252,178,19.0,114.37,1 903,1 019,884,177,499,620,2.6,2.3,3.0,81.9,5.35,7841.43,1834.42,175.97,7764.12,738.09,947.0,96.19,3.4,-3.98,-1.2,10079,1134,m. Tychy,95.4,18.8,458,680.3,29.8,25.52,36.82,21.57,11.36,224.09,23.14670627600361,56.84179423907748,18.207517788265733
2478011,Zabrze,2478000,53.5,158923,76656,82267,80,1976.7,100.0,697686.0,3311,99.2,95.5,94.5,76.9,79.8,25.4,446.8,2.24,0.68,7224,1656,120,16.3,164.78,3 757,2 119,1 638,352,1 074,1 600,3.9,3.2,4.7,31.84,1.61,6768.75,1368.78,74.71,6904.03,500.32,874.0,92.2,3.8,-4.41,-4.4,11142,1087,m. Zabrze,94.7,37.4,1159,573.0,27.8,20.22,35.29,22.57,14.92,233.45,22.682682808655763,58.24896333444498,16.804364377717512
2479011,Żory,2479000,55.2,61833,30244,31589,65,956.6,100.0,195547.0,3435,98.5,98.4,98.3,93.5,86.1,27.3,360.6,2.77,0.7,7729,1148,140,10.8,207.87,1 063,645,418,139,183,348,3.0,2.2,3.8,34.81,3.64,6805.95,1520.13,69.19,7000.44,1088.28,900.0,94.03,3.8,-0.79,5.9,4625,982,m. Żory,86.6,13.9,164,601.2,29.0,19.26,33.14,28.05,13.98,140.35,25.796904565523267,55.84881859201397,17.403328319829217
2601013,Busko-Zdrój,2601000,58.1,31425,15120,16305,236,133.4,48.0,109046.0,2095,96.9,94.6,93.4,88.2,60.2,31.7,380.2,2.63,0.62,6285,2806,110,16.2,1923.79,797,392,405,137,172,330,4.4,4.2,4.7,1.32,0.99,5647.93,919.56,38.05,5512.7,1537.03,842.0,98.86,3.5,-5.54,0.1,2954,1170,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,22.911694510739856,55.389021479713605,19.194908512330947
2601022,Gnojno,2601000,56.4,4321,2224,2097,96,44.9,0.0,32330.0,0,90.1,77.5,72.9,73.6,2.9,28.6,323.8,3.09,0.75,1440,7195,150,14.2,1213.0,84,38,46,25,11,36,3.3,3.1,3.6,0.0,0.0,5979.36,514.42,18.94,5486.06,507.96,851.0,85.15,3.7,-7.66,0.2,247,692,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,25.387641749595,53.25156213839389,17.981948623003934
2601033,Nowy Korczyn,2601000,53.7,5610,2800,2810,117,48.1,16.0,24651.0,2805,96.6,83.6,78.5,60.6,50.3,32.5,372.7,2.68,0.63,5610,2254,63,13.3,646.0,118,55,63,23,29,64,3.6,3.5,3.9,1.89,3.92,5297.03,466.28,6.19,4758.06,539.53,599.0,77.75,3.3,-13.53,-7.7,272,613,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,22.727272727272727,54.45632798573975,19.10873440285205
2601043,Pacanów,2601000,53.4,7128,3474,3654,125,57.2,14.9,15032.0,3564,92.4,80.8,77.8,72.5,22.9,31.6,356.8,2.8,0.69,7128,2641,83,17.5,94.01,128,67,61,34,21,61,3.1,2.7,3.6,0.0,0.0,5527.7,448.49,3.86,5152.92,828.14,798.0,94.1,3.5,-9.63,1.3,335,592,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,23.98989898989899,54.33501683501684,18.055555555555554
2601052,Solec-Zdrój,2601000,52.7,4968,2440,2528,85,58.4,0.0,19354.0,2484,97.3,81.8,77.2,77.8,52.1,32.6,341.4,2.93,0.67,4968,2767,20,16.1,456.87,117,50,67,39,23,48,4.1,4.3,3.8,3.65,6.24,6684.69,523.44,16.47,6684.45,2051.12,705.0,89.1,3.4,-2.82,-0.8,265,658,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,24.75845410628019,54.649758454106276,17.612721417069245
2601063,Stopnica,2601000,53.5,7350,3606,3744,125,58.4,16.1,22475.0,3675,94.8,86.7,81.7,76.6,64.5,30.6,343.5,2.91,0.67,7350,1666,117,8.4,813.31,158,81,77,33,31,65,3.7,3.3,4.2,1.27,2.18,5127.82,547.67,0.72,4768.73,969.87,764.0,83.61,3.4,-4.35,1.5,547,845,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,24.16326530612245,55.006802721088434,17.65986394557823
2601072,Tuczępy,2601000,53.4,3682,1848,1834,84,44.0,0.0,15773.0,3682,96.2,87.8,82.1,78.3,56.2,33.1,319.9,3.13,0.65,1841,5866,106,10.4,466.5,81,34,47,18,12,33,3.7,3.9,3.5,3.23,7.33,5529.98,558.93,8.65,4759.0,240.65,680.0,92.86,4.0,-9.96,-0.5,208,744,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,25.801195002715914,53.93807713199348,17.21890277023357
2601083,Wiślica,2601000,54.8,5268,2604,2664,100,52.5,9.2,14606.0,1756,97.2,87.9,81.5,71.0,0.4,33.8,351.0,2.85,0.62,0,0,0,0.0,203.01,98,62,36,22,16,50,3.1,2.1,4.5,4.39,8.35,5689.77,389.61,1.38,4970.71,478.96,425.0,82.17,3.4,-9.65,4.5,292,691,buski,79.2,25.9,378,647.2,68.0,19.24,33.16,25.01,18.23,892.79,23.139711465451786,56.03644646924829,17.88154897494305
2602012,Imielno,2602000,58.5,4272,2153,2119,101,42.3,0.0,27515.0,0,92.0,80.8,74.6,70.8,0.8,32.0,366.6,2.73,0.66,4272,2404,95,39.7,622.0,118,69,49,36,27,73,4.9,3.7,6.4,0.0,0.0,5480.58,392.55,4.94,5269.22,225.19,679.0,84.1,3.5,-9.09,-3.3,193,576,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,26.33426966292135,52.29400749063671,18.820224719101123
2602023,Jędrzejów,2602000,62.1,27369,13195,14174,227,120.8,53.6,115714.0,3041,97.3,93.4,92.0,83.1,4.8,29.4,373.5,2.68,0.68,9123,3591,95,17.8,1494.0,906,496,410,114,252,528,5.7,4.8,6.8,4.59,3.8,5304.78,783.83,38.31,5120.06,634.24,919.0,98.28,3.0,-5.9,-1.3,2200,1069,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,24.271986554130585,54.923453542328915,18.626913661441776
2602033,Małogoszcz,2602000,55.3,11261,5646,5615,146,77.1,31.5,36779.0,5631,96.1,89.0,85.6,80.3,2.0,28.4,328.4,3.05,0.73,2815,3112,120,19.0,2454.31,364,251,113,42,82,211,5.4,3.1,8.3,1.37,1.78,5531.25,613.21,125.44,5208.68,367.96,719.0,90.86,3.5,-3.36,-1.4,764,816,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,27.45759701625078,54.6754284699405,15.939969807299528
2602042,Nagłowice,2602000,59.5,4771,2393,2378,117,40.7,0.0,21272.0,0,82.4,79.6,76.1,71.8,0.5,29.3,359.9,2.78,0.7,1590,5623,98,11.7,584.0,159,87,72,32,31,90,5.8,4.7,7.2,2.73,6.71,5857.31,406.71,0.43,5585.06,892.61,624.0,82.92,5.0,-10.81,2.1,248,681,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,26.514357577027877,53.42695451687277,17.71117166212534
2602052,Oksa,2602000,58.5,4470,2243,2227,91,49.3,0.0,17972.0,0,97.0,81.3,77.6,71.0,0.1,33.2,366.9,2.73,0.63,2235,6475,96,12.4,590.0,110,66,44,23,24,60,4.3,3.1,5.8,0.0,0.0,6080.62,416.56,1.26,5502.77,624.1,621.0,91.47,2.9,-7.57,-5.1,229,640,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,25.794183445190157,53.37807606263982,18.590604026845636
2602063,Sędziszów,2602000,60.9,12125,5988,6137,146,83.2,52.2,60431.0,2425,94.0,87.2,84.2,77.0,0.1,29.3,388.4,2.57,0.66,3031,4950,69,11.4,998.82,359,223,136,44,73,217,5.2,3.6,7.1,1.17,1.4,5423.12,807.85,44.21,5170.39,538.54,759.0,90.94,3.5,-5.59,-2.3,679,736,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,24.931958762886598,54.64742268041237,18.622680412371135
2602072,Słupia,2602000,56.8,4036,2018,2018,108,37.2,0.0,12652.0,0,81.7,79.2,76.3,64.2,0.3,31.0,356.8,2.8,0.7,4036,3838,53,14.8,479.54,90,46,44,21,14,52,3.8,3.4,4.4,0.0,0.0,5841.26,567.68,3.28,5322.74,599.12,685.0,94.03,3.2,-7.68,-0.2,195,649,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,26.41228939544103,52.87413280475719,18.63230921704658
2602082,Sobków,2602000,56.5,8458,4234,4224,144,58.6,0.0,39566.0,8458,93.9,82.5,79.7,75.6,0.3,31.6,316.7,3.16,0.68,2115,3778,106,13.6,1468.29,248,159,89,39,44,134,5.0,3.3,7.0,0.0,0.0,5354.9,569.76,10.16,5256.41,799.36,599.0,97.15,3.7,-3.78,3.2,536,750,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,27.54788366043982,55.107590446914166,15.38188697091511
2602092,Wodzisław,2602000,60.6,6607,3335,3272,177,37.4,0.0,20645.0,3304,90.6,78.6,73.8,69.7,0.2,33.2,397.6,2.52,0.62,1652,6840,110,21.6,571.0,209,117,92,37,43,138,5.7,4.4,7.4,0.0,0.0,5947.79,466.34,1.45,5614.61,1203.98,789.0,86.47,3.8,-8.12,-2.6,391,778,jędrzejowski,90.0,11.6,152,615.6,50.6,19.3,33.91,23.45,18.76,64.85,23.29347661571061,52.97411835931588,20.765854396851825
